filename,scene_group,split,annotation_instances,annotation_version,dataset_version
20260729_095507.jpg,scene-0016,train,35,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_095512(0).jpg,scene-0016,train,34,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_095513(0).jpg,scene-0016,train,31,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_095516(0).jpg,scene-0016,train,37,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_095525(0).jpg,scene-0016,train,23,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_095527.jpg,scene-0016,train,17,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_095529(0).jpg,scene-0016,train,23,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_095553.jpg,scene-0017,train,36,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_095558.jpg,scene-0018,train,50,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_095641.jpg,scene-0019,train,34,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_095845(0).jpg,scene-0020,train,19,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_095846(0).jpg,scene-0020,train,16,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_100056.jpg,scene-0021,train,14,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_100057.jpg,scene-0021,train,15,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_100058.jpg,scene-0021,train,15,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102157.jpg,scene-0022,train,11,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102201.jpg,scene-0022,train,8,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102204.jpg,scene-0022,train,2,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102225.jpg,scene-0023,train,6,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102229(0).jpg,scene-0023,train,6,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102230(0).jpg,scene-0023,train,5,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102253.jpg,scene-0024,train,4,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102258.jpg,scene-0024,train,4,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102302(0).jpg,scene-0024,train,6,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102304.jpg,scene-0024,train,6,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102321.jpg,scene-0025,train,4,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102330.jpg,scene-0026,train,3,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102432.jpg,scene-0027,test,4,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102439(0).jpg,scene-0027,test,4,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102444(0).jpg,scene-0027,test,3,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102445.jpg,scene-0027,test,4,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102446.jpg,scene-0027,test,3,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102447.jpg,scene-0027,test,3,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102509.jpg,scene-0028,validation,7,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102539.jpg,scene-0029,train,2,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102615.jpg,scene-0030,train,2,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102620.jpg,scene-0031,train,6,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102803.jpg,scene-0032,train,4,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102830.jpg,scene-0033,train,6,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102835(0).jpg,scene-0033,train,4,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102837.jpg,scene-0033,train,4,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102857.jpg,scene-0034,train,7,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_102919.jpg,scene-0035,train,4,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_103531(0).jpg,scene-0036,train,3,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_103540(0).jpg,scene-0036,train,2,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_103540.jpg,scene-0036,train,1,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_103556.jpg,scene-0037,train,1,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_103736.jpg,scene-0038,train,24,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_103754(0).jpg,scene-0038,train,39,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_103803(0).jpg,scene-0038,train,22,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_103803.jpg,scene-0038,train,26,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_103806.jpg,scene-0038,train,19,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_103816.jpg,scene-0038,train,27,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_103817.jpg,scene-0038,train,37,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_103823.jpg,scene-0039,train,27,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_103907(0).jpg,scene-0040,train,65,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_103944(0).jpg,scene-0041,test,46,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_103947.jpg,scene-0041,test,42,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
20260729_103953(0).jpg,scene-0041,test,21,seed_plus_active_learning_round_01_v2_owner_accepted,steel_billet_active_learning_round_01_2026-08-03_v3
