filename,scene_group,split,annotation_instances,annotation_version,dataset_version
20260729_095400.jpg,scene-0014,train,8,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_095410(0).jpg,scene-0014,train,7,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_095512(0).jpg,scene-0016,train,34,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_095513(0).jpg,scene-0016,train,31,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_095516(0).jpg,scene-0016,train,37,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_095525(0).jpg,scene-0016,train,23,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_095527.jpg,scene-0016,train,17,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_095529(0).jpg,scene-0016,train,23,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_095846(0).jpg,scene-0020,train,16,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_100057.jpg,scene-0021,train,15,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_100058.jpg,scene-0021,train,15,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_102157.jpg,scene-0022,train,11,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_102204.jpg,scene-0022,train,2,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_102229(0).jpg,scene-0023,train,6,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_102230(0).jpg,scene-0023,train,5,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_102253.jpg,scene-0024,train,4,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_102258.jpg,scene-0024,train,4,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_102302(0).jpg,scene-0024,train,6,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_102321.jpg,scene-0025,train,4,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_102432.jpg,scene-0027,test,4,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_102439(0).jpg,scene-0027,test,4,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_102444(0).jpg,scene-0027,test,3,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_102445.jpg,scene-0027,test,4,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_102446.jpg,scene-0027,test,3,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_102447.jpg,scene-0027,test,3,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_102509.jpg,scene-0028,validation,7,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_102835(0).jpg,scene-0033,train,4,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_102837.jpg,scene-0033,train,4,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_103531(0).jpg,scene-0036,train,3,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_103540(0).jpg,scene-0036,train,2,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_103736.jpg,scene-0038,train,24,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_103754(0).jpg,scene-0038,train,39,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_103803(0).jpg,scene-0038,train,22,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_103806.jpg,scene-0038,train,19,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_103816.jpg,scene-0038,train,27,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_103817.jpg,scene-0038,train,37,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_103944(0).jpg,scene-0041,test,46,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_103947.jpg,scene-0041,test,42,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
20260729_103953(0).jpg,scene-0041,test,21,cvat_task_2_2026-07-31_owner_accepted,steel_billet_local_2026-07-31_v2
