"filename","split","old_size","new_size","expected","current"
"20260729_095329.jpg","train","3316641","6647643","ead86148fa9d423c031a2e0534e2ac2a24e39c4a99b32807ee9c3d48d0e89879","632c09e06ca40b96aa3f3b830e55eb766d5d09dee894e70eac4ab84b2ada1810"
"20260729_095330(0).jpg","train","3411088","6911302","33162bd79e4b2cd708df6c4ddb41eabe58b1a5a14e02d44905340fb27431cba0","0ef99348ef9cda85657f6d72cd6c5acbb2833bbcdfbc8ff9d2f198ff1b7a15c2"
"20260729_095340.jpg","train","3542270","7234976","0e39aa15511d6a199e97329941c5dbb616c73983f7355a56236b1d2045c5df74","15c6b8625f1a1d2d1c5c72a01bacbd971d20cced8e06fecaff45cd5fb9196d2d"
"20260729_095341.jpg","train","3773310","7715928","f837b38548df61ea15ff8b1d29d0e2a584872cc9d83b33ecad93533b27e99b5e","44787569003cabbcaaba2390247e4d6a99b01e0972006d2a17ba5af5010a6e95"
"20260729_095344.jpg","train","3783989","8082008","6bf6a50ccc4e61bdbef51b83749fefc065ad399f67b8c4f9951fcdf749fa8968","8e8bfc40d974dd181e73bcd54a817f4417e1e06e539a98f1f56eacecdd4fa40a"
"20260729_095347(0).jpg","train","3125342","6510895","66c8700b5208043b10e3dcbe568c78bc9959b6226e99a5ad847229d63a967ef1","12619e02edde0597a23277e217860f5403c1972249b0ca63af8ec8289ce8cdba"
"20260729_095354.jpg","train","3705268","7754046","2b095c0d86ba0a76ac9b797a946d97abc024bb90ce14a73d0f4909eeed124c10","ae2cfc921047e789f5220cdb2d4f8bef3783275428bde00c98aa962a30c8a0e1"
"20260729_095400.jpg","train","3336781","6552294","56612c523b38cf3838e0ffa065fdd0d9811dcfa43d87a6e07717c3e9a67d7743","dd00552c54aaff5d167fba2217380bf126ea327407bb19d5022d8e4f14128160"
"20260729_095410(0).jpg","train","3198718","6878795","a4b90c8f849c3c2145cf9f8a4effaa151f128c5c1bb9907bfa0b1b061aa7addb","c132ffdd05c70d4e6e55299f07c9777eddff1f89344729d9bb6dcbf0e0ad1c67"
"20260729_095512(0).jpg","train","3798777","8137492","d623872b8292293a58bccef1219731ba9c2539b2f9d6821315cab62a2833744c","2c1fc72b94fb9ed1d8a8f5d8c2bbed05515456aea6fd85794eb2a8b9ee68d6e9"
"20260729_095513(0).jpg","train","4181861","8876897","cbd695e93e55df8fddae292aee87a03eb59dfac264aacb30f332380f59cef2e1","139bf6405cff4fcdc0909f0a19efef79ed106a23153a481a8a1b4211f90e42fa"
"20260729_095516(0).jpg","train","4580843","9470119","439882c0a1fdfa1e922997c64a44698a8e1f62a22ebe3b9eb6bb9ed907d80878","d93472602272edaf8bedddd84083fa7156def4d1cb7e51d0dd19a70db2f11548"
"20260729_095525(0).jpg","train","4113651","8712881","e57868f52abbfa8b71d910c82be2198777a8408f6521416a9a515cafc34a029d","5977ccad73e60f4bae5015f1c267c885a3ccd3f3d312332d16090291dd8a9617"
"20260729_095527.jpg","train","3951031","8552143","b0ebd7f7280f0dfac30b20bb72ebb3720afe21967ff96cec78a422fcbb9bed17","664502bc52c0ad487f9de6836779bcaec6eb64016a92c8a36b291fe47a863a24"
"20260729_095529(0).jpg","train","3807240","8212562","330e105fcdbcb132d591fd617b24798788381d5581657b5fa9dc2b46c39b1f13","8de6b708c97456215aeb7180dc48baef1ac8270e307bcbf41fb72006d71d61be"
"20260729_095846(0).jpg","train","4021494","8379877","e32b5f143b01b7dbbbb77fd798c27d3fd01ea579cd79b124d7e803d8c141de5d","3b1e3c2e678931421ab1731869e2e6e4c87e67cdade0ebd277afbeb12b86c078"
"20260729_100057.jpg","train","3765251","8106079","6446a22ffab9605c96fe724b10fbce92b2646e582c6874a97fa04ade26e0121e","4b4ab8131e648166d0c2e3d7532994a5b0fd7bc791c8ab467a25a4c03bc0e7bb"
"20260729_100058.jpg","train","3667694","7764501","d6ccb61cb324ca27224134fb69912dc0a461e240829621ae709e9ed0fd9a56bc","1bd81257497d9ba2fe7dc7b08bc5e7cdfca91765dcbbfa6e3a9086f0268ac346"
"20260729_102157.jpg","train","2169518","5295632","58b537ec87704aaf02ee2bab1989e92800992624ea3717a8dd997f1119ddf01d","a3e7d03176370e14643fe3cafb3374f04d908cf7bd1c138076778e3978969a7e"
"20260729_102204.jpg","train","2503655","5487652","1375e4885b24fcaabca2c0d1fb686b3f64c4d8fe1b8ffed2d60b5f44972df336","2318b3e5781ff7d9c6304a766c733f7bd83eaca767b0ed8bf93318c8b9b737a8"
"20260729_102229(0).jpg","train","2467871","5911943","4bdcffd779adedbc77cc1ba1b4b8d820a696d53ef03b2882a0fac8203d5be869","686d2c5c1754f367d7057e2c5623360bf31917362a30566b46074a88e91abd7b"
"20260729_102230(0).jpg","train","2707295","6356418","d87e5d4461afccbc094b1a9065cf6d1937906bc090ba5890332f8703a97a9859","da863374a177adf881897c6468c5084714c77384adb0648bd3e0db8aa3326e59"
"20260729_102253.jpg","train","2545602","5856397","dd4eb63ca9c0296156983d58935916db05dd8fb90d600ef40bb2baa6fb6223f6","37e302c04eec295f6f8d87dbc3b1d18a84ebbb3c58b51efff1c4d71e3b2eeda8"
"20260729_102258.jpg","train","2416920","5564191","30e0357718c386277f82b1f96320efc35e585668103baf5c2a76f79abf6b5b9f","45360140fc20d90e8451006fe6b65b26f1c9d7e9dcc3e0004ad1442945d2b3e1"
"20260729_102302(0).jpg","train","2664118","5629267","98f841d2718af1614cab9f39d1ce3c9dcef4e31c40b0c967e1f79f6f8c7db94d","4c0b8dbb5f91bc555058d0ab4e799c643a07cfa4ced68865db131f197999e234"
"20260729_102321.jpg","train","1914104","4864507","625833c1bbeac264aa67eb05d4498197cd6a82d9442e9d7b8d9af65d14bac8ef","a0496baef0edf525fe5e2efc471d04396f2ecddfa4a426a014733b9a00f27417"
"20260729_102509.jpg","validation","2168267","5373313","6e0fcb280b84fb3d2d20816aaef684526e00df584486dd4aecabd170311c0019","8175aff1e909d7a5787f0fadcdbc542a9a220f8127ef3d996cccad604133c688"
"20260729_102835(0).jpg","train","1596760","4195124","2d4d023f5ba45b635847cd05b5feeafda0c1a364f4f4cd221e080cdaea7e017d","6f9fcbaf89a4f097213bb0a4129fc18e314e782104a96049c1c9dd9216bd7627"
"20260729_102837.jpg","train","1575572","4191082","92d1c475c9f1e54f19b60870b0541f8baaf9843b390e489c97d4a1937206c428","52d1ee2da702eba2999585a25dab771497ea31da3229fcf88adc886c1106df8b"
"20260729_103531(0).jpg","train","2223267","5150278","8cb0d758cb625b415a8bc48a0a042cbbcff773dabbe4ebcfcd9f3d8471a917d0","28043512420f1bfc2a4a1c786523115e142ff6403eb224d3c059702f07a8a331"
"20260729_103540(0).jpg","train","2033684","4471805","f1dfb5dcc131ea74eb3213294015046477ef96ab6e80054d1c20eade96ad0af9","f11898e40447be567148bfc9ffacd77809b8a0072fbdcbca52e4e7a3c5e7586d"
"20260729_103736.jpg","train","3085829","6487698","d1dd863e9fb1186d2e3224921aacf4de99c3144f67829b68752ebc63dbae3fb1","4b421de9cf985f48426eee207e0e7b88f9d82c97baa4cd3565582b6efd22e8fb"
"20260729_103754(0).jpg","train","2760178","5920901","e53c1882b5ac57b85d4694afdfa5cffaf3f7cd8db8f4ccc50b7b56fbe4ad7ff9","fa81911c6921b4047b7d4bbd0902fdae02085baf7954b6606ceb3a4170f6d7ce"
"20260729_103803(0).jpg","train","1946554","4006889","97a64c1e44793717e94d433a68c5f32f8ed8ea4daf55b2d366df345a65674b59","98dc91bf8dcc97d4352300cad5fe70f1aa900fe82abf5b4ed9e85b367e9516a7"
"20260729_103806.jpg","train","2708417","5707711","6582de375106ceac066108ff441d2cc08a77e0d76874f084979d8c72e1fee128","2c3beaea4f30425a6cfd447ca6a5d07222a0dc730d61dadf476ef3d43ac6b483"
"20260729_103816.jpg","train","4127540","8387108","e4ec20af8556547bca19538ed85a5b3fd027bbcd6ff4e2b919259afdac3b3dc6","d067c7472c1215b51e6412f740342fa501e2de1c52f8533079e133ad02af9139"
"20260729_103817.jpg","train","3804671","7804868","62bccf86c6a07e0560a43a29eb5124e6d43a3f6e71d2537f897451e8eab348c8","76371a0820969102cbc1c0817dabc73be9026df60911976151f7a7b9b691c4e0"
